timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2026-03-19T10:49:45,codecarbon,15417e48-5f04-46d9-b538-0fabe1822f32,0.12384605407714844,1.8288482058269312e-07,1.4767109210340055e-06,14.0,0.0,11.898482322692871,4.81623543633355e-07,0.0,4.093278014367267e-07,8.909513450700817e-07,United States,USA,california,,,Windows-10-10.0.26200-SP0,3.10.20,2.3.1,8,11th Gen Intel(R) Core(TM) i7-1165G7 @ 2.80GHz,1,1 x NVIDIA GeForce MX330,-117.2484,32.8425,31.729286193847656,machine,N,1.0
